"","species","shp_res_pos","shp_feat_pos","cor","p","abs(shp_res_pos/shp_feat_pos)"
"509","Eggerthella.lenta",271,271,0.939598173238228,2.12753466412379e-169,1
"510","Eisenbergiella.massiliensis",309,300,0.565400256939559,4.96541553812166e-30,1.03
"511","Lachnospiraceae.bacterium.UBA1689",298,311,0.21991814757021,0.000958510302144976,0.958199356913183
"512","Firmicutes.bacterium.CAG.65_45_313",173,341,0.442490606281758,7.85064782357627e-17,0.50733137829912
"513","Faecalicatena.contorta",259,317,0.257832707146221,3.53038221091334e-05,0.817034700315457
"514","X.Clostridium..symbiosum",233,237,0.341236178316907,2.03311670365083e-09,0.983122362869198
"515","Hungatella.effluvii",180,318,0.419399959285072,6.5239856700737e-15,0.566037735849057
"516","Blautia.coccoides",270,198,0.77139143295431,4.29742211439092e-71,1.36363636363636
"517","Lachnoclostridium.sp..MP625H6_ig1",293,307,0.641677101446442,1.57592101727114e-41,0.954397394136808
"518","Clostridia.bacterium.sp..MP226B7",111,340,0.608935866678142,3.33003335751947e-36,0.326470588235294
"519","Lachnoclostridium.sp..HK36",134,314,0.287522799588711,1.59451777284254e-06,0.426751592356688
"520","Merdimonas.faecis",335,315,0.349593162261785,6.22330767704852e-10,1.06349206349206
"521","Lachnospiraceae.bacterium.6_1_37FAA",210,321,0.374133905007251,1.54529665358096e-11,0.654205607476635
"522","Lachnoclostridium.sp..VE303.01",330,303,0.68717035903765,4.02784198293396e-50,1.08910891089109
"523","Tyzzerella.sp..MP10F1re",196,299,0.311707910452966,9.42371293704072e-08,0.65551839464883
"524","Anaerostipes.caccae",271,268,0.178969723145639,0.0176824057768053,1.01119402985075
"525","Absiella.sp..MP454B12",112,325,0.350335911472215,5.62308708735646e-10,0.344615384615385
"526","Sellimonas.intestinalis",310,320,0.820935499243413,2.92958404642653e-88,0.96875
"527","Lachnoclostridium.sp..HF18",217,307,0.198503635442569,0.00465135240713686,0.706840390879479
"528","X.Clostridium..citroniae",259,259,0.891779264585298,3.84360422993183e-125,1
"529","Clostridia.bacterium.UC5.1.2G4",218,265,0.407046758351762,6.0861507894958e-14,0.822641509433962
"530","Clostridium.clostridioforme.CAG.511",288,325,0.83942708637272,4.30008103180761e-96,0.886153846153846
"531","Tyzzerella.nexilis",286,281,0.831596609289318,1.16272692115016e-92,1.01779359430605
"532","Eisenbergiella.tayi",354,319,0.499906376410443,2.63732887715462e-22,1.10971786833856
"533","Eubacterium.callanderi",356,355,0.78700954944034,5.32294009790607e-76,1.00281690140845
"534","X.Eubacterium..eligens",315,306,0.449710419536361,1.84902081402547e-17,1.02941176470588
"535","Hungatella.sp..MP558G09",239,269,0.56504675484632,5.50635597678071e-30,0.888475836431227
"536","Fusicatenibacter.saccharivorans",304,304,0.764550885946554,4.62112864391663e-69,1
"537","Bacteroides.sp..MP159D11",359,353,0.838767504931892,8.4955986127865e-96,1.01699716713881
"538","Blautia.sp..HK34",290,285,0.688341933677206,2.31678575525021e-50,1.01754385964912
"539","X.Ruminococcus..sp..MP495E3",226,294,0.237106858869931,0.000214633053491364,0.768707482993197
"540","X.Clostridium..sp..HF14",336,311,0.488709609868404,3.80819592882531e-21,1.08038585209003
"541","X.Clostridium..sp..MP562A3a",322,322,0.843222624079096,7.98386482010836e-98,1
"542","Harryflintia.acetispora",237,331,0.178999840628241,0.0176824057768053,0.716012084592145
"543","Blautia.sp..MP87G3",244,278,0.371085203110178,2.48079882783007e-11,0.877697841726619
"544","Absiella.sp..MP351A7",306,321,0.771992020918279,2.84242875661774e-71,0.953271028037383
"545","Lachnospiraceae.bacterium.TM07.2AC",350,348,0.841050020522603,7.93553080789403e-97,1.00574712643678
"546","X.Clostridium..sp..MP556F05",324,326,0.681407321349385,6.06552970240569e-49,0.993865030674847
"547","Absiella.sp..MP634G1_ig1",319,265,0.6208940100794,4.47973103162347e-38,1.20377358490566
"548","Erysipelatoclostridium.sp..MP556F03",121,336,0.28829303138462,1.47481514308882e-06,0.360119047619048
"549","Erysipelotrichaceae.bacterium.6_1_45",271,267,0.437768561841306,1.99372775877541e-16,1.01498127340824
"550","Intestinibacter.sp..MP113D11",288,296,0.539326554295864,9.6682386046139e-27,0.972972972972973
"551","Raoultella.ornithinolytica",223,314,0.668509257582645,2.09801427832305e-46,0.710191082802548
"552","Campylobacter.showae",284,354,0.512516210979534,1.16184266656756e-23,0.80225988700565
"553","Lactobacillus.plantarum",298,263,0.526732251371354,2.91002064027016e-25,1.13307984790875
"554","Enterobacter.hormaechei",309,335,0.431704099476362,6.40540332830675e-16,0.922388059701493
"555","Haemophilus.haemolyticus",273,340,0.722875607417284,4.72110816466911e-58,0.802941176470588
"556","Clostridium.neonatale",267,295,0.749676037298845,6.91965537689627e-65,0.905084745762712
"557","Veillonella.sp..HF34",185,258,0.651086168636317,3.52881364925883e-43,0.717054263565892
"558","Clostridium.butyricum",307,309,0.819102054414022,1.55975795923938e-87,0.993527508090615
"559","Clostridium.paraputrificum",306,306,0.834365315116508,7.4867125516677e-94,1
"560","Clostridiales.bacterium.VE202.14",316,323,0.640468591425774,2.54251638312993e-41,0.978328173374613
"561","Intestinibacter.bartlettii",315,343,0.750262100427215,4.80612891970765e-65,0.918367346938776
"562","Bifidobacterium.longum",275,253,0.748960744600166,1.07883710222132e-64,1.08695652173913
"563","Veillonella.atypica",200,207,0.738370804329731,6.72060501435136e-62,0.966183574879227
"564","Streptococcus.parasanguinis",224,250,0.246805580486252,9.5169562543375e-05,0.896
"565","Intestinibacter.sp..MP10A2",346,324,0.695423269707204,7.54706115001773e-52,1.0679012345679
"566","Veillonella.sp..MP19D1_02.09",224,234,0.311909763010762,9.38307227844538e-08,0.957264957264957
"567","Flavonifractor.sp..MP13E7",288,321,0.320572019134043,3.30100208414675e-08,0.897196261682243
"568","Intestinibacter.sp..MP35A10",342,345,0.869117002655381,5.00871462176077e-111,0.991304347826087
"569","Blautia.sp..MP351A5",233,280,0.71400455841827,5.74707241007926e-56,0.832142857142857
"570","Clostridium.sp..MP49A11",352,348,0.733984826793552,8.83334851495839e-61,1.01149425287356
"571","Lactobacillus.casei",310,317,0.608691720879421,3.61714448325711e-36,0.977917981072555
"572","Veillonella.tobetsuensis",227,321,0.306119502262664,1.8394300714627e-07,0.707165109034268
"573","Lachnoclostridium.sp..MP429E6",335,307,0.69113950086725,6.0616574514466e-51,1.09120521172638
"574","Clostridium.sp..MP5B6",331,331,0.789350748606112,9.03961508074884e-77,1
"575","Veillonella.dispar",306,294,0.733784857915634,9.89348969449994e-61,1.04081632653061
"576","Veillonella.infantium",231,309,0.771604626244814,3.71453058735819e-71,0.747572815533981
"577","Clostridium.sp..MP113D9",347,357,0.822847592734317,5.00292578404017e-89,0.971988795518207
"578","Blautia.sp..MP624D4_ig1",311,297,0.418104408777022,8.20323568325464e-15,1.04713804713805
"579","Clostridium.disporicum",319,341,0.482186377533784,1.69587674124023e-20,0.935483870967742
"580","Lachnospiraceae.bacterium.9_1_43BFAA",185,301,0.276126613439872,5.6907737745989e-06,0.614617940199336
"581","Clostridium.sp..MP551E06",358,358,0.884969427197375,1.37061550901323e-120,1
"582","Intestinimonas.massiliensis",279,316,0.310338837295372,1.09929439416407e-07,0.882911392405063
"583","Lachnospiraceae.bacterium.AM25.17",292,316,0.783702635843256,6.25617177840695e-75,0.924050632911392
"584","Clostridium.sp..MP35F6",345,342,0.82510736516115,6.0232668216041e-90,1.00877192982456
"585","Clostridium.sp..MP51A11",360,360,0.696180670555714,5.26073353147261e-52,1
"586","X.Eubacterium..rectale",268,325,0.314965707220911,6.51224822770488e-08,0.824615384615385
"587","X.Eubacterium..hallii",185,315,0.311662919386953,9.42371293704072e-08,0.587301587301587
"588","Butyricicoccus.sp..MUR_MPC8a_ig1",53,350,0.193843808697746,0.00616159017841424,0.151428571428571
"589","Coprococcus.comes",267,346,0.363333887240171,8.27727058257611e-11,0.771676300578035
"590","Holdemania.filiformis",56,318,0.312800700587371,8.54133597978042e-08,0.176100628930818
"591","Intestinimonas.butyriciproducens",195,322,0.307533587979351,1.55533163853355e-07,0.605590062111801
"592","Dorea.sp..VE303.06",337,323,0.488189209444974,4.28373904524525e-21,1.04334365325077
"593","Lachnospira.sp..MP468C3",63,338,0.515083298027672,6.0699484855559e-24,0.186390532544379
"594","Roseburia.sp..40_7",116,345,0.444772006634633,4.96295162370142e-17,0.336231884057971
"595","Eubacterium.eligens.CAG.72",225,341,0.602228495854938,3.39028052828966e-35,0.659824046920821
"596","X.Clostridium..leptum",228,313,0.666012618032268,6.25832011501606e-46,0.728434504792332
"597","Turicibacter.sanguinis",352,303,0.507962488170894,3.65278475811692e-23,1.16171617161716
"598","Clostridiaceae.bacterium.AF29.16BH",355,357,0.714603323236184,4.18818739486849e-56,0.994397759103641
"599","Blautia.sp..MP245E9",9,346,0.180199674208707,0.0167298394871775,0.0260115606936416
"600","Coprococcus.sp..MP227E11",354,355,0.8836554433751,9.58259040861616e-120,0.997183098591549
"601","Streptococcus.sp..MP507F3",148,336,0.241821091207774,0.000144474952526222,0.44047619047619
"602","Collinsella.sp..AF08.23",336,361,0.572696032344023,5.24378032310822e-31,0.930747922437673
"603","Firmicutes.bacterium.CAG.94",312,311,0.741433890391222,1.08230041477414e-62,1.0032154340836
"604","Bacteroides.sp..MP558G5",363,346,0.581925548879468,2.84875273568851e-32,1.04913294797688
"605","Flavonifractor.sp..VE303.08",289,263,0.712734997667896,1.12504281403349e-55,1.09885931558935
"606","X.Ruminococcus..sp..MP581E08",328,327,0.753318494490021,7.05837856973915e-66,1.00305810397554
"607","Streptococcus.sp..MP273B8",270,326,0.317121489361126,4.95938407373079e-08,0.828220858895706
"608","Lachnospiraceae.sp..MP78A5_2_02.16",268,353,0.695594802531762,6.95771883115551e-52,0.759206798866855
"609","Lachnoclostridium.phocaeense",348,329,0.755556251233168,1.69343250982991e-66,1.05775075987842
"610","Eggerthella.sp..MP163B1",217,293,0.790884385387533,2.78763894990015e-77,0.74061433447099
"611","Streptococcus.sp..MP506H2",345,346,0.393685217826229,6.19671837922204e-13,0.997109826589595
"612","Anaerostipes.sp..MP172A5",191,291,0.346688320882129,9.38051764237949e-10,0.656357388316151
"613","Streptococcus.sp..MP436A3re",322,322,0.358540457600737,1.6902794688583e-10,1
"614","Romboutsia.sp..MP172A7",358,350,0.627819796993917,3.36022545531523e-39,1.02285714285714
"615","Streptococcus.sp..MP583D02",342,326,0.607965110258559,4.64195022265147e-36,1.04907975460123
"616","Blautia.hominis",327,277,0.471995046159686,1.64925035216229e-19,1.18050541516245
"617","X.Clostridium..cocleatum",290,312,0.796730906905249,2.8448279728807e-79,0.92948717948718
"618","Dorea.sp..MP625B1b_ig1",351,351,0.851950970761752,5.47629870861408e-102,1
"619","X.Clostridium..sp..MP626E2_ig1",308,333,0.820128961620264,6.12595963843175e-88,0.924924924924925
"620","Phascolarctobacterium.sp..VE800.04",215,309,0.439576896051474,1.39644459938429e-16,0.6957928802589
"621","Lachnoclostridium.sp..HF22",351,332,0.416117737176207,1.16326295985665e-14,1.05722891566265
"622","Beduini.massiliensis",239,337,0.227786943540406,0.000492724642244533,0.70919881305638
"623","Klebsiella.michiganensis",284,284,0.317681213665218,4.70160077670993e-08,1
"624","Selenomonas.sp..oral.taxon.149",363,344,0.489660707549957,3.05629960487526e-21,1.05523255813953
"625","Alloscardovia.omnicolens",249,335,0.476530202147957,6.00050446997173e-20,0.743283582089552
"626","Actinomyces.sp..oral.taxon.448",338,339,0.459015599903837,2.70361794590554e-18,0.997050147492625
"627","Fusobacterium.periodonticum",330,345,0.289175967818595,1.34543149458348e-06,0.956521739130435
"628","Bacteroides.sp..MP264A7",263,352,0.64425288124301,5.66196862062435e-42,0.747159090909091
"629","Fusobacterium.varium",352,352,0.530800542050967,9.80320271470282e-26,1
"630","Absiella.sp..HF20_ig1",331,307,0.556901697709522,6.25612198955441e-29,1.07817589576547
"631","Actinomyces.israelii",354,354,0.58376365904268,1.5908103457902e-32,1
"632","Clostridia.bacterium.UC5.1.1D10",354,335,0.591255824450931,1.37916539765034e-33,1.05671641791045
"633","Clostridiaceae.bacterium.MS3",358,353,0.75963838739976,1.20434854510851e-67,1.01416430594901
"634","X.Clostridium..innocuum",196,302,0.461518723509656,1.60516871998418e-18,0.649006622516556
"635","Dorea.sp..Marseille.P4003",275,358,0.480329236176943,2.56066352204031e-20,0.768156424581006
"636","Massiliomicrobiota.sp..HK52",193,350,0.416952702996251,1.00291515038491e-14,0.551428571428571
"637","Parasutterella.excrementihominis.CAG.233",249,311,0.509613528342042,2.41945876177941e-23,0.80064308681672
"638","Streptococcus.vestibularis",276,319,0.406050288256662,7.22979296776106e-14,0.865203761755486
"639","Lactobacillus.animalis",289,338,0.733262793695761,1.33178178981526e-60,0.855029585798817
"640","Citrobacter.werkmanii",339,353,0.84931289355842,1.06081209383338e-100,0.960339943342776
"641","Veillonella.denticariosi",363,363,0.935518439453339,2.19371613686033e-164,1
"642","Clostridium.nexile.CAG.348",335,334,0.852972009563575,1.71903403822386e-102,1.00299401197605
"643","Kluyvera.cryocrescens",347,347,0.811461974969603,1.37641749910513e-84,1
"644","Hafnia.alvei",353,360,0.640289146524979,2.72069726719952e-41,0.980555555555556
"645","Clostridium.sp..MP77A2",357,350,0.634923469677914,2.2087025054343e-40,1.02
"646","Clostridium.saudiense",363,353,0.588276355396194,3.69053991932797e-33,1.02832861189802
"647","Turicibacter.sp..MP236E3",345,344,0.847502474981069,7.841970345849e-100,1.00290697674419
"648","Lactobacillus.delbrueckii",217,342,0.245003412315779,0.000109753075551555,0.634502923976608
"649","Shigella.dysenteriae",362,346,0.332255786760749,7.11167600687216e-09,1.04624277456647
"650","Prevotella.oralis",362,343,0.505045482132679,7.47482360684236e-23,1.05539358600583
"651","X.Clostridium..asparagiforme",364,330,0.450089090012594,1.71942337216779e-17,1.1030303030303
"652","Anaeroglobus.geminatus",269,320,0.384848075263241,2.71901394178993e-12,0.840625
"653","Gardnerella.vaginalis",240,360,0.343263787028667,1.53119575846506e-09,0.666666666666667
"654","Lachnospiraceae.bacterium.UBA7272",249,354,0.634768924187955,2.33709601159115e-40,0.703389830508475
"655","Intestinibacter.sp..MP112G1_01.17",288,346,0.423136702280245,3.26159631750575e-15,0.832369942196532
"656","Proteus.vulgaris",267,344,0.635360092975693,1.87661543026627e-40,0.776162790697674
"657","Streptococcus.sp..MP499G11",335,335,0.4788764878962,3.53431670805974e-20,1
"658","Leuconostoc.gelidum",358,361,0.846307285220165,2.89352651309945e-99,0.991689750692521
"659","Lactobacillus.paraplantarum",295,362,0.481595728622944,1.92302276676743e-20,0.814917127071823
"660","Burkholderiales.bacterium",344,329,0.759262771768266,1.53220704633945e-67,1.04559270516717
"661","Erysipelotrichaceae.bacterium.2_2_44A",350,350,0.572705682339417,5.24378032310822e-31,1
"662","Lachnospiraceae.bacterium.UBA1683",310,353,0.292732497302332,9.02348210661797e-07,0.878186968838527
"663","Streptococcus.sp..MP259A3",232,338,0.273658101976864,7.30211030947475e-06,0.686390532544379
"664","Atopobium.sp..BS2",363,358,0.665926923331029,6.47552083738505e-46,1.01396648044693
"665","Collinsella.stercoris",363,362,0.715512640517156,2.58185771692225e-56,1.00276243093923
"666","Alistipes.timonensis",366,359,0.434930433997602,3.43834765542476e-16,1.01949860724234
"667","Alistipes.onderdonkii",357,350,0.740761670169626,1.61669485658063e-62,1.02
"668","Enterococcus.dispar",302,357,0.358704510828508,1.66226141726616e-10,0.84593837535014
"669","Coprococcus.sp..MP463H10",247,348,0.395507209395974,4.55528298721249e-13,0.709770114942529
"670","Streptococcus.cristatus",277,363,0.668076799423266,2.53155974104259e-46,0.763085399449036
"671","Sanguibacter.keddieii",352,352,0.577528530253086,1.15560981577067e-31,1
"672","Streptococcus.sp..MP632G10_ig1",352,333,0.663626913068155,1.76020853025859e-45,1.05705705705706
"673","Bacteroides.ovatus.CAG.22",354,354,0.628171546150984,2.95079970449625e-39,1
"674","Megasphaera.sp..MP182G6",286,353,0.832947168967999,3.07061927457097e-93,0.810198300283286
"675","Flavonifractor.sp..MP49B12re",202,331,0.778615220264388,2.5878221456931e-73,0.610271903323263
"676","Erysipelotrichaceae.bacterium.CAG.64",361,351,0.352577857912934,4.06041244175345e-10,1.02849002849003
"677","Aggregatibacter.segnis",239,363,0.788845786126406,1.32631307356622e-76,0.658402203856749
"678","Romboutsia.sp..MP35A8",288,355,0.841006608500504,8.28477486428551e-97,0.811267605633803
"679","Turicibacter.sp..MP255B7a",230,353,0.752020974969812,1.59502199515521e-65,0.651558073654391
"680","Alistipes.sp..VE800.08",365,363,0.701559917167556,3.5944568651041e-53,1.00550964187328
"681","Paenibacillus.macerans",350,353,0.856598742167257,2.57616408912522e-104,0.991501416430595
"682","Sutterellaceae.bacterium.UBA7100",261,351,0.585807850948703,8.23727706289388e-33,0.743589743589744
"683","Prevotella.melaninogenica",341,351,0.493739840492118,1.16634352264422e-21,0.971509971509972
"684","Oscillibacter.sp..CAG.155",356,356,0.873361013969585,1.85314813518629e-113,1
"685","Bacteroides.congonensis",360,357,0.874467075235812,4.16782613807696e-114,1.00840336134454
"686","X.Hallella..seregens",239,363,0.446183290850218,3.76296030347871e-17,0.658402203856749
"687","Streptococcus.gordonii",355,355,0.708620856012845,9.6512083668302e-55,1
"688","Erysipelatoclostridium.sp..VE202.01",359,359,0.72055054403572,1.69005599160192e-57,1
"689","Sutterella.sp..CAG.521",352,361,0.596323681338837,2.52759955894518e-34,0.975069252077562
"690","Bacteroides.sp..MP241G12",208,358,0.246378296782097,9.7533157540197e-05,0.581005586592179
"691","Bacteroides.sp..MP64F12",364,362,0.801176699669723,7.8908850574501e-81,1.00552486187845
"692","Bifidobacterium.scardovii",242,335,0.565705710123997,5.0369549332778e-30,0.722388059701493
"693","Citrobacter.farmeri",249,314,0.643643149091375,8.25142042592282e-42,0.792993630573248
"694","X.Clostridium..clostridioforme",175,138,0.787789377828212,3.16585968531323e-76,1.26811594202899
"695","Morganella.morganii",276,297,0.602974738949594,3.01620521590676e-35,0.929292929292929
"696","Fusobacterium.nucleatum",235,216,0.477922471101203,4.68651777374712e-20,1.08796296296296
"697","Enterococcus.casseliflavus",151,273,0.368600951720048,3.74172771098146e-11,0.553113553113553
"698","Hungatella.sp..MP355B12",231,260,0.425220789571367,2.40163375364963e-15,0.888461538461538
"699","Clostridia.bacterium.UC5.1.1F7",197,286,0.363138585138568,8.60224193304983e-11,0.688811188811189
"700","Dialister.invisus",216,250,0.290833439301344,1.03585711662992e-06,0.864
"701","Hafnia.paralvei",345,344,0.654101222038549,1.15773232012841e-43,1.00290697674419
"702","Hungatella.sp..MP403D11",157,308,0.165684246135701,0.0433859523375207,0.50974025974026
"703","Eubacteriaceae.bacterium.CHKCI004",351,329,0.353319474629846,3.63326828629316e-10,1.06686930091185
"704","Bifidobacterium.dentium",233,243,0.243755777323631,0.000124126958287462,0.958847736625514
"705","Citrobacter.pasteurii",347,347,0.57277490959731,5.90893537124085e-31,1
"706","Dorea.sp..MP50E3",177,313,0.197588453838692,0.0054204732461645,0.565495207667732
"707","X.Clostridium..scindens",302,312,0.36533565542784,6.20636872881432e-11,0.967948717948718
"708","Ruthenibacterium.lactatiformans",195,281,0.610221804705176,2.37835201848599e-36,0.693950177935943
"709","Enterococcus.faecalis",278,312,0.172842633166298,0.0274145233595987,0.891025641025641
"710","Ruminococcaceae.bacterium.cv2",283,299,0.474073148127952,1.11573378806304e-19,0.946488294314381
"711","Enterococcus.faecium",311,245,0.466011157998035,6.55794025185809e-19,1.26938775510204
"712","Finegoldia.magna",145,352,0.327008554031496,1.30324615983353e-08,0.411931818181818
"713","Streptococcus.agalactiae",348,355,0.259382982573627,2.90739278406243e-05,0.980281690140845
"714","Ruthenibacterium.sp..VE800.03",194,284,0.460195809227497,2.2709841571653e-18,0.683098591549296
"715","Oscillibacter.sp..MP229B9a",79,330,0.250995258443653,6.35612906376519e-05,0.239393939393939
"716","Citrobacter.freundii",155,248,0.55833156084067,4.51064549773043e-29,0.625
"717","Enterococcaceae.bacterium.UBA5115",141,344,0.346617979622074,9.30848841291275e-10,0.409883720930233
"718","Lactobacillus.salivarius",350,314,0.571653894748596,8.32250229974215e-31,1.11464968152866
"719","Streptococcus.thermophilus",189,181,0.399876669486562,2.32911009774726e-13,1.04419889502762
"720","Lactobacillus.rhamnosus",343,237,0.449663714527514,2.05033278837622e-17,1.44725738396624
"721","Prevotella.nigrescens",149,363,0.3514230783547,4.70875700434489e-10,0.410468319559229
"722","Staphylococcus.aureus",359,358,0.799146591105321,4.38719002516391e-80,1.00279329608939
"723","Enterococcus.avium",352,324,0.460000378355947,2.35563704890312e-18,1.08641975308642
"724","Roseburia.hominis",278,313,0.707081236509146,2.46312401378904e-54,0.888178913738019
"725","uncultured.Dysgonomonas.sp.",194,361,0.35146980867146,4.70875700434489e-10,0.537396121883656
"726","Roseburia.intestinalis",271,267,0.613772595163382,6.7680534375009e-37,1.01498127340824
"727","Blautia.sp..VE303.05",167,170,0.175518325931866,0.0234302589255221,0.98235294117647
"728","Anaerotruncus.colihominis",296,294,0.83487880090691,4.7522658043401e-94,1.00680272108844
"729","Clostridium.sp..chh4.2",345,351,0.748343381322041,1.76832600413745e-64,0.982905982905983
"730","Eggerthella.lenta",271,271,0.945402434900538,3.80314601324252e-177,1
"731","Eisenbergiella.massiliensis",260,300,0.622625234395975,2.72014539168816e-38,0.866666666666667
"732","X.Clostridium..symbiosum",298,237,0.468214141683694,4.08053246230888e-19,1.25738396624473
"733","Hungatella.effluvii",191,318,0.252824721846162,5.36804047045044e-05,0.60062893081761
"734","Blautia.producta",317,229,0.49546131991308,8.13767811334213e-22,1.38427947598253
"735","Ruminococcus.gauvreauii",343,343,0.884883883259602,1.64615180641844e-120,1
"736","Blautia.coccoides",261,198,0.745919118829516,7.88001867127226e-64,1.31818181818182
"737","Faecalibacterium.sp..AF28.13AC",361,349,0.266923215895963,1.32099526958359e-05,1.03438395415473
"738","Eggerthella.sp..MP69C2_2",313,303,0.574882834935353,3.05981624892132e-31,1.03300330033003
"739","Lachnospiraceae.bacterium.7_1_58FAA",173,249,0.198225205217506,0.00528438961738652,0.694779116465863
"740","Lachnoclostridium.sp..HK36",362,314,0.375185504092041,1.3554532873262e-11,1.15286624203822
"741","Dysgonomonas.sp..UBA7710",268,362,0.535387606256125,3.09529992533269e-26,0.740331491712707
"742","Lachnoclostridium.sp..VE303.01",302,303,0.722021970488992,8.4829348663301e-58,0.996699669966997
"743","Collinsella.tanakaei",352,353,0.769986834627612,1.23897657387774e-70,0.997167138810198
"744","Clostridium.bolteae.CAG.59",140,307,0.256199070486028,3.98844084336573e-05,0.456026058631922
"745","Anaerostipes.caccae",344,268,0.470093691816188,2.70437958840122e-19,1.28358208955224
"746","Absiella.sp..MP454B12",71,325,0.29083134664701,1.03585711662992e-06,0.218461538461538
"747","Sellimonas.intestinalis",325,320,0.843846004743701,4.3479542047346e-98,1.015625
"748","X.Clostridium..citroniae",260,259,0.89401541470701,1.11801092524142e-126,1.003861003861
"749","Clostridium.clostridioforme.CAG.511",296,325,0.768320447424829,3.89359407163687e-70,0.910769230769231
"750","Blautia.sp..HF21_ig1",228,280,0.480554843198323,2.61715996708464e-20,0.814285714285714
"751","Tyzzerella.nexilis",176,281,0.683284673216901,2.92220852722498e-49,0.626334519572954
"752","Eisenbergiella.tayi",184,319,0.397259377484024,3.61014176187061e-13,0.576802507836991
"753","Roseburia.sp..MP78A7",115,326,0.32741562946245,1.24556156825852e-08,0.352760736196319
"754","Bacteroides.sp..MP159D11",349,353,0.755787287965131,1.60682359084284e-66,0.988668555240793
"755","Harryflintia.acetispora",331,331,0.857743578151002,7.02607772849952e-105,1
"756","Blautia.sp..MP87G3",231,278,0.527967939530666,2.28632462037114e-25,0.830935251798561
"757","X.Ruminococcus..sp..HK30",265,338,0.450189854661371,1.84798985480611e-17,0.784023668639053
"758","Absiella.sp..MP351A7",320,321,0.887703531910511,2.33895869921047e-122,0.996884735202492
"759","Lachnospiraceae.bacterium.TM07.2AC",262,348,0.7742956594761,6.13636432885641e-72,0.752873563218391
"760","X.Clostridium..sp..MP556F05",341,326,0.665743954829087,8.10459471940375e-46,1.04601226993865
"761","Erysipelatoclostridium.sp..MP562A4",354,341,0.636790144510349,1.24222612439615e-40,1.03812316715543
"762","Absiella.sp..MP634G1_ig1",307,265,0.649481044922003,7.76097378896922e-43,1.15849056603774
"763","Erysipelotrichaceae.bacterium.6_1_45",314,267,0.4004539115406,2.1181185157146e-13,1.17602996254682
"764","Streptococcus.thermophilus.CAG.236",347,347,0.519541436575498,2.09213138414575e-24,1
"765","Fusobacterium.ulcerans",297,344,0.323989878740713,1.92281662945695e-08,0.863372093023256
"766","Veillonella.sp..oral.taxon.158",331,298,0.638147594662508,7.30465281129606e-41,1.11073825503356
"767","Raoultella.ornithinolytica",245,314,0.34478226261638,1.19500808835228e-09,0.780254777070064
"768","Haemophilus.parainfluenzae",232,256,0.457747866356372,3.79627740582751e-18,0.90625
"769","Campylobacter.showae",318,354,0.302324411411038,2.68911088370285e-07,0.898305084745763
"770","Lactobacillus.plantarum",320,263,0.576129288646892,2.07963011451408e-31,1.21673003802281
"771","Haemophilus.haemolyticus",213,340,0.517691916323519,3.35921605540861e-24,0.626470588235294
"772","Clostridium.neonatale",219,295,0.304145704427542,2.24997230226718e-07,0.742372881355932
"773","Veillonella.sp..HF34",226,258,0.183784136230408,0.0136571336310601,0.875968992248062
"774","Clostridium.butyricum",309,309,0.733177843979045,1.56490582779785e-60,1
"775","Clostridium.paraputrificum",306,306,0.878063498372887,3.09467106872417e-116,1
"776","Clostridiales.bacterium.VE202.14",323,323,0.807762427847247,3.49483558412408e-83,1
"777","Intestinibacter.bartlettii",343,343,0.91410008349517,1.67393571124328e-142,1
"778","Bifidobacterium.longum",259,253,0.708104718236118,1.45264767017891e-54,1.02371541501976
"779","Intestinibacter.sp..MP232C5",341,307,0.632659467270149,6.14957983212679e-40,1.11074918566775
"780","Veillonella.atypica",139,207,0.62019840437833,6.60645886773869e-38,0.671497584541063
"781","Streptococcus.parasanguinis",96,250,0.3696311619031,3.2281741784531e-11,0.384
"782","Intestinibacter.sp..MP10A2",318,324,0.651437304751394,3.48076436539572e-43,0.981481481481482
"783","Clostridium.sp..MP49A11",327,348,0.698429526491008,1.97822975879401e-52,0.939655172413793
"784","Klebsiella.quasipneumoniae",250,338,0.502967485481698,1.32212866988489e-22,0.739644970414201
"785","Shigella.boydii",361,356,0.51916900575277,2.29590716465341e-24,1.01404494382022
"786","Bifidobacterium.breve",285,301,0.67973910505554,1.52023785503521e-48,0.946843853820598
"787","Lachnoclostridium.sp..MP429E6",317,307,0.616631955546782,2.42224708155439e-37,1.03257328990228
"788","Clostridium.sp..MP5B6",240,331,0.732156463714562,2.81840126453294e-60,0.725075528700906
"789","Veillonella.dispar",322,294,0.770574496382076,8.26826500221446e-71,1.0952380952381
"790","Veillonella.infantium",235,309,0.466519642537467,5.89638754081283e-19,0.760517799352751
"791","Clostridium.sp..MP113D9",349,357,0.900479475527325,2.13115747850704e-131,0.977591036414566
"792","Clostridium.disporicum",342,341,0.738376495321783,7.44214205832935e-62,1.00293255131965
"793","Clostridium.sp..MP88D4_2",252,348,0.38006833184557,6.24592620206428e-12,0.724137931034483
"794","Lachnospiraceae.bacterium.9_1_43BFAA",216,301,0.535154272101466,3.28695103505192e-26,0.717607973421927
"795","Clostridium.sp..MP551E06",361,358,0.815435424213982,4.5100086978089e-86,1.00837988826816
"796","Intestinimonas.massiliensis",227,316,0.365192134227386,6.29655262926926e-11,0.718354430379747
"797","Clostridium.sp..MP588C02",363,339,0.483812026078303,1.26943641482615e-20,1.07079646017699
